"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S1_S1.A1_3763.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S11_S1.A10_3772.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S12_S1.A11_3773.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S13_S1.A12_3774.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S14_S1.B1_3775.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S15_S1.B2_3776.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S18_S1.B4_3778.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S2_S1.A2_3764.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S20_S1.B6_3780.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S22_S1.B8_3782.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S23_S1.B9_3783.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S24_S1.B10_3784.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S25_S1.B11_3785.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S26_S1.B12_3786.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S27_S1.C1_3787.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S28_S1.C2_3788.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S29_S1.C3_3789.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S3_S1.A3_3765.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S30_S1.C4_3790.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S32_S1.C6_3792.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S35_S1.C9_3795.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S37_S1.C10_3796.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S38_S1.C11_3797.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S4_S1.A4_3766.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S5_S1.A5_3767.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S6_S1.A6_3768.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S7_S1.A7_3769.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S9_S1.A8_3770.d"
"56","A6ZKI3","Q9BWD3;Q17RB0;A6ZKI3","RTL8C_HUMAN","RTL8C","Retrotransposon Gag-like protein 8C",16166.9,23394.8,26224.4,22343.9,16278.3,23285.7,21855.2,17518.7,20301.6,19820.3,18119.7,12846.1,26267,15488.9,15315.5,15755.1,17227.8,13538.9,20107.3,22240,27559.2,21992.3,21301.8,16645.5,18218.6,13879.1,16925.9,22439.2
"57","A7E2V4","A7E2V4","ZSWM8_HUMAN","ZSWIM8","Zinc finger SWIM domain-containing protein 8",8304.04,6806.21,7915.05,9162.31,9869.46,8371.3,7919.42,8060.92,8495.1,9481.17,9175.12,11415.5,8441.74,9253.33,11231.7,7882.78,8599.25,8201.34,8884.74,8853.13,9088.32,8016.25,10969.7,8960.75,8802.76,10607.2,8852.93,9334.45
"58","A7MCY6","A7MCY6","TBKB1_HUMAN","TBKBP1","TANK-binding kinase 1-binding protein 1",1859.8,1037.23,608.625,1536.99,1633.42,1308.91,1993.06,1968.05,988.395,1209.29,1225.32,1235.2,788.669,1822.18,1402.97,2016.11,1248.89,2630.34,1395.77,NA,1171.22,1358.87,1702.52,1647.38,1917.27,1469.36,1977.68,1431.37
"59","A8CG34","A8CG34","P121C_HUMAN","POM121C","Nuclear envelope pore membrane protein POM 121C",6747.97,3359.55,6436.19,7004.03,7034.22,4375.76,7536.72,6384.4,7667.79,6725.32,7366.16,5355.62,4781.1,7858.49,5188.86,6558.04,5828.85,8115.34,6364.1,6455.08,6640.77,7704.19,4655.75,6189.88,4993.68,4734.89,7460.1,7499.6
"60","A8MSI8","A8MSI8","LYRM9_HUMAN","LYRM9","LYR motif-containing protein 9",2703.33,2013.6,1388.85,1687.83,3413.78,1953.83,1971.2,2572.52,2114.04,2461.19,2836.67,2591.12,1218.42,1389.12,1669.5,2900.2,2091.83,2315.9,2658.2,2564.09,1370.49,2089.08,2888.46,2002.63,3986.26,2587.18,3532.17,1916.15
"61","A8MVW0","A8MVW0","F1712_HUMAN","FAM171A2","Protein FAM171A2",6742.1,6131.28,6940.67,7099.64,5452.75,5618.95,5041.8,5220.89,4995.64,4777.99,7879.79,4483.52,4484.19,7150.1,4981.49,6841.57,6718.91,7821.07,4941.67,6095.92,4464.38,5853.39,7002.55,6740.47,7663.82,3239.51,9253.17,6254.72
"62","A8MWY0","A8MWY0","ELAP2_HUMAN","ELAPOR2","Endosome/lysosome-associated apoptosis and autophagy regulator family member 2",5965.88,21252.9,9364.8,7638.82,18829.9,22817.3,7865.75,6496.5,8254.98,12275.2,18184.4,53277.1,12643.3,9689.95,48126.7,5978.5,7280.99,8175.1,10182.9,32244.8,26011,17289.2,15768.6,1205.92,9950.66,44995.9,18263.8,12955.4
"63","A8MXV4","A8MXV4","NUD19_HUMAN","NUDT19","Acyl-coenzyme A diphosphatase NUDT19",20523.5,26007.6,24810.8,24251.6,17748.8,25832.7,18913,17943.2,18250.8,23766,21976.7,22792.2,20574.4,14143.3,16023.4,15105.7,17762.9,20467.1,17082.4,20601.9,19910.6,27193,25917.7,15981.4,16438,9328.33,15880.4,23006.1
"64","A9QM74","A9QM74","IMA8_HUMAN","KPNA7","Importin subunit alpha-8",18599.7,NA,11168.4,NA,NA,NA,NA,NA,NA,16558.1,NA,13531.9,NA,NA,15278.7,NA,NA,NA,17407.7,NA,NA,NA,NA,18676.4,14577.7,NA,21731.3,16605.5
"65","A9UHW6","A9UHW6","MI4GD_HUMAN","MIF4GD","MIF4G domain-containing protein",7393.29,6436.01,6616.12,6523.01,9544.77,6757.06,8246.58,7148.44,8250.52,8687.38,7007.87,6392.45,5457.97,7510.4,8155.53,7667.81,10476,7120.39,8388.94,6591.08,7560,8106.19,7269.34,7299.66,8430.86,6345.39,7869.86,8029.68
"66","B2RTY4","B2RTY4","MYO9A_HUMAN","MYO9A","Unconventional myosin-IXa",2500.39,3078.99,2343.17,2947.99,3173.67,2490.04,2630.7,2383.01,2827.34,2863.25,2580.91,2553.78,2241.26,2956.87,2451.98,2682.05,2991.07,2723.86,2361.35,2826.45,2799.69,2925.57,1974.09,2404.34,2709.64,2213.81,3156.66,2760.26
"67","C0HLS1","C0HLS1","OSCRI_HUMAN","SCRIB","SCRIB overlapping open reading frame protein",1038.17,NA,2017.58,1553.98,1403.16,2462.27,1338.55,1096.94,1475.49,1519.37,1652.2,480.03,1133.39,1385.22,1203.35,1484.86,1640.58,1470.33,1375.86,1085.41,1033.25,989.952,1457.87,1093.53,1076.64,873.974,1439.9,1355.08
"68","C9J202","C9J202","AG1L2_HUMAN","ALG1L2","Putative glycosyltransferase ALG1L2",17843.9,14125.9,15081.4,NA,14869.3,21947.7,18308.6,16303.7,21370.6,18544.2,NA,15274.8,NA,14123.4,12890.6,14465.5,NA,17319.6,14044.2,NA,NA,NA,9891.92,NA,16460.6,14401.8,14694.4,18792.8
"69","C9JJ37","C9JJ37","BTBDJ_HUMAN","BTBD19","BTB/POZ domain-containing protein 19",1274.49,NA,1107.01,781.866,857.379,NA,698.758,981.177,747.86,541.216,1201.13,1075.31,NA,1301.65,958.054,941.285,NA,995.416,765.563,1182.73,NA,585.57,NA,1665.27,1229.89,NA,1534.96,559.384
"70","C9JLW8","C9JLW8","MCRI1_HUMAN","MCRIP1","Mapk-regulated corepressor-interacting protein 1",42482.8,45797.6,44961.3,48789.2,51725.9,46524.8,48651.4,45428.6,52303.2,39259.8,44433.8,36779.8,40088.1,42319.8,44678.3,40372.1,40251.5,40679.2,39023.8,52475.4,44050.8,45313.2,41991.1,39425.3,42673.3,41940.9,44810.4,43496.7
"71","E9PRG8","E9PRG8","CK098_HUMAN","C11orf98","Uncharacterized protein C11orf98",30779.4,17748.6,20768.7,19639.2,24676.1,17925.4,26865.3,29492.4,23698.1,24931.7,22755,26976,26928.5,30882.1,22794.1,29928.9,19093.6,33989.6,23890.2,17459.3,25355.8,24786.4,22740.9,27896.9,24963.6,24522,27491.8,20701.8
"72","L0R6Q1","L0R6Q1","S35U4_HUMAN","SLC35A4","SLC35A4 upstream open reading frame protein",59562.4,55597.8,52231.3,59457.3,64561.1,66582.4,51475,49015.5,49473,73602.2,83574.1,91104.4,53544.3,55018.4,52263.3,47152.4,47612.9,54062.1,68324.7,72932.8,56321.9,54829.6,82597.8,47204.1,78993.7,96609.2,61781.1,60718.1
"73","L0R819","L0R819","ASURF_HUMAN","ASDURF","ASNSD1 upstream open reading frame protein",6937.18,9294.32,8763.58,10941.9,7799.58,7623.83,8372.79,8598.7,8917.53,8308.59,7646.97,4330.55,8218.24,6227.25,6836.83,5727.6,5437.62,7251.71,6866.7,7426.26,7695.08,8693.92,8064.5,8051.25,7666.43,6372.04,7600.25,8351.1
"74","L0R8F8","L0R8F8","MIDUO_HUMAN","MIEF1","MIEF1 upstream open reading frame protein",18637.3,12166.2,16448.6,16632.4,17244,16532.7,15630.8,16731.2,13851.5,15686.1,17910.1,18713.8,15915.1,13425.7,15230.8,10338.4,9216.98,13914.5,21052.4,19224.6,14154.3,18266,19565.2,16458.4,21676.6,16556.8,16629.1,17043.8
"75","O00115","O00115","DNS2A_HUMAN","DNASE2","Deoxyribonuclease-2-alpha",115603,127157,115696,132988,112108,140607,113450,102765,108001,145573,105355,190369,102603,111679,175634,120222,106449,117564,85401.5,125255,120771,122431,111826,105325,93404.7,190232,97872.5,124015
"76","O00116","O00116","ADAS_HUMAN","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",55239.6,61614.8,61920.6,66963.7,60682.3,60942.3,61618.9,53286.1,55299.4,61792.3,55058.1,39450.5,69803.9,51199.3,47155.4,47983.7,66335.2,49312.4,59383.5,80874.2,71381.3,58497.5,61682.9,52353.1,46622,32780.5,59897,61134.6
"77","O00124","O00124","UBXN8_HUMAN","UBXN8","UBX domain-containing protein 8",2383.85,3332.55,3658.66,2391.04,2316.44,2472.18,2965.65,1932.3,3469.31,2916.17,2332.01,2101.74,3986.08,1802.91,2256.18,1809.23,3770.44,2070.81,2553.19,3880.63,5929.17,3536.77,1905.42,1950.03,2123.37,2581.05,1494.89,2398.57
"78","O00139","O00139","KIF2A_HUMAN","KIF2A","Kinesin-like protein KIF2A",27163.7,23376.9,23638.4,22698.6,23122.3,23473.4,21698.6,28986.9,20862.1,24654.6,21838.6,32045.8,22861.3,26308.3,31259,26301.9,22607.8,27127.8,27912.3,24808.8,24407.4,23263.5,25537.7,27535.7,24161.7,25926.4,26178.9,22275.4
"79","O00141","O00141","SGK1_HUMAN","SGK1","Serine/threonine-protein kinase Sgk1",1398.1,3598.14,2703.36,3024.72,1460.27,3311.1,2920.67,1024.83,1984.67,1449.62,2634.38,1136.6,4775.12,1974.14,1304.5,1097.78,2049.06,784.002,2057.49,3720.78,2679.86,2924.4,1816.05,1303.48,1573.18,1280.95,1525.09,3971.35
"80","O00142","O00142","KITM_HUMAN","TK2","Thymidine kinase 2, mitochondrial",63995.5,57881.1,77042.9,51186.2,86798.4,81486.3,72033.3,51021.2,69350.7,73555.5,69798.7,91663.1,42042.2,68164.3,81123,52240.3,82202.2,57228,67768.7,60710.3,86434.9,60740.8,60654,55984.1,72892.1,93285.4,55750,75682.1
"81","O00148","O00148","DX39A_HUMAN","DDX39A","ATP-dependent RNA helicase DDX39A",38733.6,10349.6,24275.2,21891.2,31412.2,23967.7,36609.9,37393.7,22066.3,24744.1,30027.2,42198.4,31395.8,41300.9,39508.3,37681.7,30526.3,38428.2,37998.7,33262.7,29240.2,30178,43918.1,42549.6,30235.7,32951.5,33199.8,29318.9
"82","O00151","O00151","PDLI1_HUMAN","PDLIM1","PDZ and LIM domain protein 1",1172200,1744420,1838970,2006390,1637560,1486960,2012760,1417930,1192170,2135560,1423410,1300650,1454190,1193790,1621300,1385340,1721210,1099150,1252100,978072,1722210,1989660,837031,1268430,1059470,1617500,1014190,1790130
"83","O00154","O00154","BACH_HUMAN","ACOT7","Cytosolic acyl coenzyme A thioester hydrolase",165472,445388,579022,433945,306810,417269,403744,177923,383694,259169,148075,153058,389164,147665,286156,124693,408737,137769,246067,327124,351048,365391,148766,173321,158638,113051,187137,341632
"84","O00159","O00159","MYO1C_HUMAN","MYO1C","Unconventional myosin-Ic",268293,290772,259784,268400,277625,314198,232895,247421,227244,264671,344183,338642,287798,241217,307763,252567,267865,267883,297529,268634,307993,280591,330998,261966,310522,367353,302954,280407
"85","O00161","O00161","SNP23_HUMAN","SNAP23","Synaptosomal-associated protein 23",108004,87232.4,81910.4,82062.9,120237,120762,110950,96187.5,102581,108927,112243,80393.6,128602,96262.3,104799,80226.6,99242.2,93185.1,107414,108160,115211,116711,80123.6,94053.3,98276.4,90500.2,105590,89561.6
"86","O00165","O00165","HAX1_HUMAN","HAX1","HCLS1-associated protein X-1",13912.2,10582.8,10045.6,10935.2,13319.2,10456.2,10242.9,12962.1,12641.9,14581.8,14057.3,15151.1,10785.5,11846.6,13558.9,12506.8,10534.7,13846.9,11991.4,12386,11856.1,12342.8,12211.8,12853.1,14989.2,15807.7,14137.3,13311.5
"87","O00170","O00170","AIP_HUMAN","AIP","AH receptor-interacting protein",77610.3,73638.9,78337,71966.2,83349.6,106214,94913.9,75862.2,88633.1,77777.1,103150,88039.1,75509,79587.8,78412,86370.3,76793.8,85861.6,68986.1,75801.4,71655.8,79102.2,67352.1,79910.3,84075.9,82832.5,76521.5,88222.8
"88","O00178","O00178","GTPB1_HUMAN","GTPBP1","GTP-binding protein 1",19383.9,13785.5,16838.3,17149.7,16244.1,15253.8,16781.1,19454.2,16446,13943.5,16030.9,17444.2,16494,19938.3,19828.8,21808.5,18109.3,18677.1,20060.4,14270.4,18572.1,16134.8,19750.1,21854.5,17715.8,14983.5,19539,17841.4
"89","O00182","O00182","LEG9_HUMAN","LGALS9","Galectin-9",167057,44371.5,31248.9,26302.5,57904.2,150016,19328.3,121410,45212,61490.9,36784.2,16013.1,10874.7,68614.3,54693.3,132899,88423.9,168997,138361,37204,20035.8,69144.2,83852.6,110380,63038.3,45407.3,62763.5,48643.3
"90","O00186","O00186","STXB3_HUMAN","STXBP3","Syntaxin-binding protein 3",58417,41432.8,49012.4,54040.5,66271.9,56419.1,54749.3,56375.4,49597,53859.7,61131,70545.5,48080.8,64312.4,58225.8,51783.5,50559.5,57840,57609.6,53753.4,45466.2,47255.4,68744.2,64603,64279.3,70295.2,60748.6,47045.8
"91","O00189","O00189","AP4M1_HUMAN","AP4M1","AP-4 complex subunit mu-1",12113.4,15425.6,15470.5,18807.6,14323.5,12699.7,13862.3,11424.2,17537,15533.8,11923.5,13720.2,15669.7,10912,15287.2,11369.1,13755.7,10976.4,10718.1,14565.1,16136.3,15112.2,11184.6,12857.1,12356.3,12012.4,12366.8,14249.4
"92","O00192","O00192","ARVC_HUMAN","ARVCF","Armadillo repeat protein deleted in velo-cardio-facial syndrome",29044.6,16356.1,18168.2,15605.2,47324.9,25007.4,12168.7,28306.1,32365.3,29049.9,21770.3,24514.1,10455.7,47389.6,19022.3,24733.9,33746,35045.2,25635.4,16569.2,18903.1,20245.2,37700,31045.1,35883.9,17017.8,44428.9,29678.5
"93","O00193","O00193","SMAP_HUMAN","SMAP","Small acidic protein",61044.9,31648.1,43525,47295.7,51956.4,31430.5,48688.6,53041.4,47643.9,33823.8,48655.9,38756.5,37008.4,49501.7,41560,39166.7,48456.3,55681,45023.1,41083.4,41252.9,41569.4,40823.7,49234,51257.1,41957.3,51537.7,39980.8
"94","O00203","O00203;Q13367","AP3B1_HUMAN","AP3B1","AP-3 complex subunit beta-1",63849.2,74311.7,94652.3,75025.1,61527.2,78811.6,80117.6,61852.5,73864.7,71153.1,65261.2,65484.2,75399.6,65677.6,63646.8,52697.2,77522,54790.9,73810,72948.7,69975.3,73491,62815.7,64801.8,58202.4,56583.1,59083.1,72082.4
"95","O00206","O00206","TLR4_HUMAN","TLR4","Toll-like receptor 4",3125.8,NA,2708.71,2270.73,2705.8,NA,3087.81,2788.18,3541.88,2677.6,2635.93,4131.1,NA,3346.32,5754.89,2990.63,3046.86,3108.91,1423.2,3077.31,2253.87,NA,1680.55,3565.12,4271.37,3940.04,3717.77,3786.04
"96","O00213","O00213","APBB1_HUMAN","APBB1","Amyloid beta precursor protein binding family B member 1",7317.99,12813.9,7345.9,10178.5,7150.09,12339.1,8701.46,5656.14,6622.41,10829.3,7787.15,8404.17,9359.38,6282.45,4394.94,6316.68,8135.98,7568.02,6470.3,9955.83,10227.1,9571.97,5619.65,6214.16,5011.86,8077.09,5979.79,9994.38
"97","O00214","O00214","LEG8_HUMAN","LGALS8","Galectin-8",7664.06,5446.05,6481.67,7264.13,9629.16,8318.43,7610.91,7539.49,7069.43,10763.5,6851.2,15255.6,7368.54,8377.34,14348.5,9782.37,9104.8,8287.31,9494.21,7079.94,7220.62,6354.27,8273.47,8448.55,8708.47,17245.2,8399.49,8015.75
"98","O00217","O00217","NDUS8_HUMAN","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",166136,100030,130660,134323,174162,143333,135968,142174,156467,182812,150206,145745,97171.7,147887,145117,154731,154591,136612,155012,143711,139511,153333,155902,135566,149282,193541,149383,153105
"99","O00220","O00220","TR10A_HUMAN","TNFRSF10A","Tumor necrosis factor receptor superfamily member 10A",1062.86,2543.86,2401.12,2140.2,2004.04,2375.88,2511.38,2601.32,1942.54,4102.69,2083.72,1178.56,2499.54,2758.32,2955.87,2084.07,3452.86,1668.57,2041.21,1329.54,4947.78,2482.86,2786.81,2219.29,1544.63,1916.68,1826.48,900.714
"100","O00221","O00221","IKBE_HUMAN","NFKBIE","NF-kappa-B inhibitor epsilon",30630.5,32935,30240.7,27619.9,29391.3,29927.2,29936.5,30403.1,25764.6,25762.1,35359.2,30283,26310.3,29919.7,34789.7,26452,27089,35090.4,25375.3,28093.3,25554.7,26278.8,30970.2,27069.1,35114.9,30366.6,34782.4,31971.3
"101","O00231","O00231","PSD11_HUMAN","PSMD11","26S proteasome non-ATPase regulatory subunit 11",172865,181571,193370,189825,170271,175412,194234,173610,185286,184250,185526,168926,191194,181129,176584,166768,177913,165562,183432,191821,204611,196351,183270,165189,169153,147039,178999,180380
"102","O00232","O00232","PSD12_HUMAN","PSMD12","26S proteasome non-ATPase regulatory subunit 12",106825,100166,155476,113105,109826,112950,127122,107400,117161,113923,95274.6,91245,103757,123251,98579.6,90858.1,115579,95247.1,138615,106887,111096,122267,102676,110510,102065,90624.2,104732,113948
"103","O00233","O00233","PSMD9_HUMAN","PSMD9","26S proteasome non-ATPase regulatory subunit 9",113323,148520,130786,164815,141055,145811,141796,117541,157699,141476,127299,98071.7,150515,106068,102033,92009.8,126122,113370,116891,140338,167348,148234,123565,95532.2,124123,107874,132399,144292
"104","O00241","O00241","SIRB1_HUMAN","SIRPB1","Signal-regulatory protein beta-1",22407,NA,31375.1,54568.1,39996.1,35791.1,25526.2,22550.1,49203.2,39507.2,41001.3,66629.9,44901.9,27375.4,61670.6,27801.2,19569.1,26275.6,28789.9,35971,7827.83,33853.9,30498.5,24299,27424.8,61611.2,35854.6,41853.5
"105","O00244","O00244","ATOX1_HUMAN","ATOX1","Copper transport protein ATOX1",143037,197820,174108,194131,186019,177604,170342,131609,165039,182169,171964,107769,169485,148522,112914,136990,147966,148235,139631,163129,201073,213128,174765,105229,135404,158147,151393,188647
"106","O00255","O00255","MEN1_HUMAN","MEN1","Menin",5789.76,4194.46,3660.35,3833.97,4766.16,3668.48,4287.55,5900.71,4789.41,4231.17,4797.11,5598.04,3285.56,5872.16,6059.55,5669.68,4216.44,5512.8,5243.4,4150.9,3819.73,3229.25,5979.5,5746.96,5375.56,5395.87,6448.58,5131.55
"107","O00257","O00257","CBX4_HUMAN","CBX4","E3 SUMO-protein ligase CBX4",1166.66,836.025,958.628,1046.97,1105.82,823.027,1098.06,782.012,1211.77,912.973,1095.88,1777.95,1099.79,917.146,1879.84,1079.73,1130.13,779.018,880.405,1462.9,569.237,958.892,NA,977.946,604.786,1940.05,1372.22,949.268
"108","O00258","O00258","GET1_HUMAN","GET1","Guided entry of tail-anchored proteins factor 1",25428.9,32026.3,28267.2,25799.8,23460.8,31526,22008.8,23647.1,28220.4,30997.9,24739.6,19253.3,29721.8,20659.2,15405.6,19348,19274.3,24869.7,25266,23892.9,24655.8,25754.9,27916.7,22148.8,21206.4,13306.9,23634.5,25718.2
"109","O00264","O00264","PGRC1_HUMAN","PGRMC1","Membrane-associated progesterone receptor component 1",167740,147212,170050,188805,151275,174621,174493,178985,160725,132301,185415,148391,175050,167987,199475,166815,139408,194346,142279,156764,173504,169476,148685,178131,172568,163196,169048,184849
"110","O00267","O00267","SPT5H_HUMAN","SUPT5H","Transcription elongation factor SPT5",17081.2,10320.8,17682.9,12903,15404.4,12048.3,12509.3,17847.3,13766.4,13850.3,15145.7,16164.4,12661.7,20501.7,17158.3,16457.3,17799.2,18624.7,19399.6,13952.3,12781,14727.3,14753.5,18259.9,17086.3,14506.8,16351.9,14830.9
"111","O00268","O00268","TAF4_HUMAN","TAF4","Transcription initiation factor TFIID subunit 4",2980.47,2602.44,2802.47,2768.32,3215.08,2424.3,2653.72,3064.48,2915.24,3629.99,2625.63,3524.95,2444.6,3667.53,3299.87,3818.76,3656.99,3853.93,3312.72,2983.5,2946.61,2895.72,3038.45,3464.8,3159.68,3022.39,3052.74,2809.92
"112","O00273","O00273","DFFA_HUMAN","DFFA","DNA fragmentation factor subunit alpha",33869.7,24851.2,30428,31150.2,32637.3,27371.4,35909.1,36976.3,30216.7,33420.4,31662.8,25691,30413.7,30767.1,28288.4,31757,31396.8,32488.1,32456.1,28069.3,32073.6,32814.1,32013.4,32388.7,32048.4,26786.6,30454.7,34752.6
"113","O00287","O00287","RFXAP_HUMAN","RFXAP","Regulatory factor X-associated protein",3318.59,NA,2229.91,1746.14,2371.17,1804.47,1991.45,2413.67,2306.07,1631.1,2428.28,2119.51,1673.23,2389.41,2215.98,3811.12,2527.58,3048.78,1859.25,333.883,2387.94,2398.9,1767.34,2214.17,2098.32,4043.28,2456.51,2738.48
"114","O00291","O00291","HIP1_HUMAN","HIP1","Huntingtin-interacting protein 1",19563.8,21492.9,16142.4,16251.8,23010.5,14750.1,18851.2,18787.8,19478,19919.1,13783,21535.4,10797,18974.6,17712.9,18230.1,17862.2,19797,14802.9,26501.4,29026.8,16459,12775.9,20495,19381.9,23177.9,19197.6,19961.2
"115","O00299","O00299","CLIC1_HUMAN","CLIC1","Chloride intracellular channel protein 1",1028880,992074,1239690,1376460,1369790,1231100,1305090,968852,1189410,1254490,1149060,683487,1462120,990764,872730,875052,1187300,922353,1152040,1335090,1549240,1313100,1066920,956928,1017290,593993,1071900,1235960
"116","O00303","O00303","EIF3F_HUMAN","EIF3F","Eukaryotic translation initiation factor 3 subunit F",141877,134792,168125,126444,113892,136234,118171,127132,131441,105817,133424,137228,178284,154456,152342,106229,119207,127705,161232,137376,128745,125917,151724,135601,124621,126838,128644,116958
"117","O00308","O00308","WWP2_HUMAN","WWP2","NEDD4-like E3 ubiquitin-protein ligase WWP2",4586.21,3564.2,4455.16,4085.57,4487.87,2811.33,3296.52,4071.37,4052.09,4483.06,4381.07,4160.2,4149.84,5068.3,4305.65,3863.14,3202.65,3961.38,4244.02,3704.63,4359.67,3879.82,4866.4,4339.15,4511.23,5457.88,3949.73,4140.42
"118","O00329","O00329","PK3CD_HUMAN","PIK3CD","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",3867.34,4544.86,3802.69,2447.58,2569.44,3321.78,1705.05,2188.56,3362.64,2825.02,1867.58,2163.88,2712.58,1531.38,1910.39,1578.29,3218.83,3582.24,2139.88,4573.2,2229.91,3263.38,3354.75,1996.4,1928.84,1605.25,2078.78,1791.71
"119","O00330","O00330","ODPX_HUMAN","PDHX","Pyruvate dehydrogenase protein X component, mitochondrial",43093.8,44587.3,31822.9,38043.8,41090.5,46472.6,46867.2,45005.2,43397.9,42696.1,56198,52324.8,33425.3,35629.7,47750.4,41832.1,40496.3,44809.2,31425.3,51097.8,44573,45137.1,42407.1,42137.3,46722.7,58569,40601.3,46724.4
"120","O00339","O00339","MATN2_HUMAN","MATN2","Matrilin-2",15508.5,47268.8,39150.2,23048.9,11575.9,7957.34,2458.93,21434.5,12157.2,14646.2,27098.1,49891,12976.1,18434.2,39836.4,12528.6,25432.2,6762.37,NA,44596.9,9849.98,11214.4,7401.71,18006.4,34672.5,40708.4,51116.1,63423.5
"121","O00391","O00391","QSOX1_HUMAN","QSOX1","Sulfhydryl oxidase 1",18260,36166.8,27617.6,33864.1,24453.3,23004.1,33030.6,25907.3,27205.3,20713.1,22211.6,40842.5,40698.6,25988.1,29326.8,19871.5,18375,17734.7,20724,32199,56782.5,30902.4,20321.7,27831.8,31929.8,29944.6,26527.3,26649.8
"122","O00399","O00399","DCTN6_HUMAN","DCTN6","Dynactin subunit 6",9152.87,10031.1,12369.7,12245,12940.1,11591.5,12253.9,9735.02,13251.6,12571.7,11558.5,11094.2,12695.1,12181.1,11028.1,11479.3,14803.6,11228.5,12133.4,11853.5,13462.7,12681.5,9732.81,8723.8,10864.6,8886.83,10783.1,14215.5
"123","O00400","O00400","ACATN_HUMAN","SLC33A1","Acetyl-coenzyme A transporter 1",21308.6,25418.5,30904.2,29864.4,19443.6,30612.8,21632.9,18866.1,30066.8,23001.1,24410.7,18071.8,34548.7,18081.9,22617.3,15786,24206.7,18425.5,18556.8,29190.4,25494.4,25700.5,22336.9,18902.4,19809.5,19025.2,19663.3,29667.2
"124","O00401","O00401","WASL_HUMAN","WASL","Neural Wiskott-Aldrich syndrome protein",28125.7,30032.2,28846.2,31354.1,35982.3,27779.4,29272.3,30385.6,31339.7,30676.4,30201.2,41334.2,21944.7,32738.8,37516.4,28220.4,29647.2,27118.8,30255.3,28338.3,34383.8,29940.6,33562,29160.3,30730.3,41965.3,35435.6,30836.7
